genre_action,genre_adventure,genre_animation,genre_comedy,genre_crime,genre_documentary,genre_drama,genre_family,genre_fantasy,genre_foreign,genre_history,genre_horror,genre_music,genre_mystery,genre_romance,genre_science fiction,genre_thriller,genre_tv movie,genre_war,genre_western,lang_cn,lang_da,lang_de,lang_en,lang_es,lang_fr,lang_hi,lang_it,lang_ja,lang_ko,lang_pt,lang_ru,lang_zh,id,popularity,vote_average,title,release_year,clusters,thumbnail_location
1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1452,0.0661563640970697,0.54,Superman Returns,2006,9,thumbnails/1452.jpg
1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10764,0.1232649489410477,0.61,Quantum of Solace,2008,9,thumbnails/10764.jpg
1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,58,0.166571702858221,0.7000000000000001,Pirates of the Caribbean: Dead Man's Chest,2006,9,thumbnails/58.jpg
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,57201,0.0560160484901742,0.5900000000000001,The Lone Ranger,2013,0,thumbnails/57201.jpg
1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,49521,0.1135219295598799,0.65,Man of Steel,2013,0,thumbnails/49521.jpg
0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2454,0.0616484758468352,0.63,The Chronicles of Narnia: Prince Caspian,2008,9,thumbnails/2454.jpg
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,24428,0.1649741966228951,0.7400000000000001,The Avengers,2012,6,thumbnails/24428.jpg
1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1865,0.154655587960365,0.6400000000000001,Pirates of the Caribbean: On Stranger Tides,2011,6,thumbnails/1865.jpg
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,41154,0.0594288946216694,0.6200000000000001,Men in Black 3,2012,6,thumbnails/41154.jpg
1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,122917,0.1381544143332778,0.71,The Hobbit: The Battle of the Five Armies,2014,0,thumbnails/122917.jpg
1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1930,0.1026357480080028,0.65,The Amazing Spider-Man,2012,6,thumbnails/1930.jpg
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20662,0.0430204993968273,0.6200000000000001,Robin Hood,2010,6,thumbnails/20662.jpg
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,57158,0.1077800902729342,0.76,The Hobbit: The Desolation of Smaug,2013,0,thumbnails/57158.jpg
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2268,0.0490994405882065,0.58,The Golden Compass,2007,9,thumbnails/2268.jpg
1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,254,0.069925732382297,0.66,King Kong,2005,3,thumbnails/254.jpg
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,597,0.114239042023543,0.75,Titanic,1997,5,thumbnails/597.jpg
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,271110,0.2265604646281167,0.71,Captain America: Civil War,2016,0,thumbnails/271110.jpg
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,44833,0.0741542072844567,0.55,Battleship,2012,6,thumbnails/44833.jpg
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,135397,0.4782061420243375,0.65,Jurassic World,2015,0,thumbnails/135397.jpg
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,37724,0.1062204731678413,0.6900000000000001,Skyfall,2012,6,thumbnails/37724.jpg
1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,558,0.0401438778247127,0.67,Spider-Man 2,2004,3,thumbnails/558.jpg
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,68721,0.0887201914434561,0.68,Iron Man 3,2013,0,thumbnails/68721.jpg
0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12155,0.0896887198433317,0.6400000000000001,Alice in Wonderland,2010,6,thumbnails/12155.jpg
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,36668,0.004405251250486,0.63,X-Men: The Last Stand,2006,9,thumbnails/36668.jpg
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,62211,0.1018593674652346,0.7000000000000001,Monsters University,2013,0,thumbnails/62211.jpg
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8373,0.0250568396057112,0.6000000000000001,Transformers: Revenge of the Fallen,2009,6,thumbnails/8373.jpg
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,91314,0.1334427459488773,0.58,Transformers: Age of Extinction,2014,0,thumbnails/91314.jpg
0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,68728,0.0536615990928619,0.5700000000000001,Oz: The Great and Powerful,2013,0,thumbnails/68728.jpg
1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,102382,0.1019549896936826,0.65,The Amazing Spider-Man 2,2014,0,thumbnails/102382.jpg
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20526,0.0842808188469311,0.63,TRON: Legacy,2010,6,thumbnails/20526.jpg
0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,49013,0.0570892034260412,0.58,Cars 2,2011,6,thumbnails/49013.jpg
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,44912,0.0592434862900332,0.51,Green Lantern,2011,6,thumbnails/44912.jpg
0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10193,0.0685202746414762,0.76,Toy Story 3,2010,6,thumbnails/10193.jpg
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,534,0.0820741033656108,0.5900000000000001,Terminator Salvation,2009,6,thumbnails/534.jpg
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,168259,0.116861664231786,0.73,Furious 7,2015,0,thumbnails/168259.jpg
1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,72190,0.0934630711059579,0.67,World War Z,2013,0,thumbnails/72190.jpg
1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,127585,0.1348571154872327,0.75,X-Men: Days of Future Past,2014,0,thumbnails/127585.jpg
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,54138,0.0894156588492088,0.7400000000000001,Star Trek Into Darkness,2013,0,thumbnails/54138.jpg
1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,81005,0.049509395837883,0.55,Jack the Giant Slayer,2013,0,thumbnails/81005.jpg
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,64682,0.0698915390840289,0.73,The Great Gatsby,2013,0,thumbnails/64682.jpg
1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9543,0.0710037263911044,0.6200000000000001,Prince of Persia: The Sands of Time,2010,6,thumbnails/9543.jpg
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,68726,0.0645546640746686,0.67,Pacific Rim,2013,0,thumbnails/68726.jpg
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,38356,0.0325832072453318,0.61,Transformers: Dark of the Moon,2011,6,thumbnails/38356.jpg
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,217,0.0864272886125079,0.5700000000000001,Indiana Jones and the Kingdom of the Crystal Skull,2008,9,thumbnails/217.jpg
0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,105864,0.0590380386915072,0.66,The Good Dinosaur,2015,0,thumbnails/105864.jpg
1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,62177,0.1428925611380347,0.67,Brave,2012,6,thumbnails/62177.jpg
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,188927,0.074639063662662,0.66,Star Trek Beyond,2016,0,thumbnails/188927.jpg
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10681,0.0758243327347558,0.78,WALL·E,2008,9,thumbnails/10681.jpg
1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5174,0.0257787797213258,0.61,Rush Hour 3,2007,9,thumbnails/5174.jpg
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14161,0.051707216653152,0.5599999999999999,2012,2009,6,thumbnails/14161.jpg
0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17979,0.0453914292809297,0.66,A Christmas Carol,2009,6,thumbnails/17979.jpg
1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,76757,0.0974995055083046,0.52,Jupiter Ascending,2015,0,thumbnails/76757.jpg
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,258489,0.0488148443954295,0.55,The Legend of Tarzan,2016,0,thumbnails/258489.jpg
0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,411,0.076967135144319,0.67,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,3,thumbnails/411.jpg
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,246655,0.1590620178568918,0.6400000000000001,X-Men: Apocalypse,2016,0,thumbnails/246655.jpg
1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,155,0.2139408796376793,0.82,The Dark Knight,2008,9,thumbnails/155.jpg
0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14160,0.105303332364822,0.77,Up,2009,6,thumbnails/14160.jpg
0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15512,0.0413065253443567,0.6000000000000001,Monsters vs Aliens,2009,6,thumbnails/15512.jpg
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1726,0.1378795225546557,0.7400000000000001,Iron Man,2008,9,thumbnails/1726.jpg
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,44826,0.0369111178440885,0.7000000000000001,Hugo,2011,6,thumbnails/44826.jpg
1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,8487,0.0465388651856355,0.51,Wild Wild West,1999,5,thumbnails/8487.jpg
1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1735,0.0685645241203533,0.52,The Mummy: Tomb of the Dragon Emperor,2008,9,thumbnails/1735.jpg
1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,297761,0.1030602022029184,0.5900000000000001,Suicide Squad,2016,0,thumbnails/297761.jpg
0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2698,0.0309301047787891,0.53,Evan Almighty,2007,9,thumbnails/2698.jpg
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,137113,0.0907467374006875,0.76,Edge of Tomorrow,2014,0,thumbnails/137113.jpg
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9804,0.0509832024859773,0.5900000000000001,Waterworld,1995,5,thumbnails/9804.jpg
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14869,0.0375203133848964,0.5599999999999999,G.I. Joe: The Rise of Cobra,2009,6,thumbnails/14869.jpg
0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,150540,0.1469374070986079,0.8,Inside Out,2015,0,thumbnails/150540.jpg
0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,278927,0.1075845081245047,0.67,The Jungle Book,2016,0,thumbnails/278927.jpg
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10138,0.0882840398718458,0.66,Iron Man 2,2010,6,thumbnails/10138.jpg
0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,58595,0.0881455935039188,0.58,Snow White and the Huntsman,2012,6,thumbnails/58595.jpg
1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,102651,0.1263392918127877,0.7000000000000001,Maleficent,2014,0,thumbnails/102651.jpg
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,119450,0.2784338509573277,0.73,Dawn of the Planet of the Apes,2014,0,thumbnails/119450.jpg
1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,79698,0.0027617812458691,0.48,The Lovers,2015,0,thumbnails/79698.jpg
1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,64686,0.0477351269594172,0.5900000000000001,47 Ronin,2013,0,thumbnails/64686.jpg
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,100402,0.082487969161841,0.76,Captain America: The Winter Soldier,2014,0,thumbnails/100402.jpg
0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10192,0.05029896419638,0.6000000000000001,Shrek Forever After,2010,6,thumbnails/10192.jpg
0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,158852,0.148828027300133,0.6200000000000001,Tomorrowland,2015,0,thumbnails/158852.jpg
1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,177572,0.2326846215140228,0.78,Big Hero 6,2014,0,thumbnails/177572.jpg
0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,82690,0.0711992445819968,0.71,Wreck-It Ralph,2012,6,thumbnails/82690.jpg
0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5255,0.0540473806777151,0.6400000000000001,The Polar Express,2004,3,thumbnails/5255.jpg
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,47933,0.0557062735855624,0.49,Independence Day: Resurgence,2016,0,thumbnails/47933.jpg
0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10191,0.0768208791042734,0.75,How to Train Your Dragon,2010,6,thumbnails/10191.jpg
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,296,0.0792671623880598,0.5900000000000001,Terminator 3: Rise of the Machines,2003,3,thumbnails/296.jpg
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,118340,0.5494617731699737,0.79,Guardians of the Galaxy,2014,0,thumbnails/118340.jpg
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,157336,0.8271621556656259,0.81,Interstellar,2014,0,thumbnails/157336.jpg
1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,27205,0.1913967420759263,0.81,Inception,2010,6,thumbnails/27205.jpg
1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,315011,0.0108232450511802,0.65,Shin Godzilla,2016,0,thumbnails/315011.jpg
1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,49051,0.1243166050076606,0.7000000000000001,The Hobbit: An Unexpected Journey,2012,6,thumbnails/49051.jpg
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9799,0.0078914121351703,0.66,The Fast and the Furious,2001,3,thumbnails/9799.jpg
0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4922,0.0688330509819358,0.73,The Curious Case of Benjamin Button,2008,9,thumbnails/4922.jpg
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,49538,0.0036487797753357,0.71,X-Men: First Class,2011,6,thumbnails/49538.jpg
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,131634,0.1453709762316169,0.66,The Hunger Games: Mockingjay - Part 2,2015,0,thumbnails/131634.jpg
1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,27022,0.0406363839811938,0.58,The Sorcerer's Apprentice,2010,6,thumbnails/27022.jpg
1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,503,0.0241364049895316,0.55,Poseidon,2006,9,thumbnails/503.jpg
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,241259,0.0642642408934229,0.65,Alice Through the Looking Glass,2016,0,thumbnails/241259.jpg
0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,810,0.0490943708112931,0.6000000000000001,Shrek the Third,2007,9,thumbnails/810.jpg
1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,68735,0.0721214391725453,0.63,Warcraft,2016,0,thumbnails/68735.jpg
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,87101,0.2307522416091716,0.58,Terminator Genisys,2015,0,thumbnails/87101.jpg
0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10140,0.0567184712780857,0.6200000000000001,The Chronicles of Narnia: The Voyage of the Dawn Treader,2010,6,thumbnails/10140.jpg
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,676,0.03906699736231,0.66,Pearl Harbor,2001,3,thumbnails/676.jpg
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1858,0.0290871123846183,0.66,Transformers,2007,9,thumbnails/1858.jpg
1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1966,0.0445633927480693,0.5599999999999999,Alexander,2004,3,thumbnails/1966.jpg
0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,675,0.089248200885617,0.7400000000000001,Harry Potter and the Order of the Phoenix,2007,9,thumbnails/675.jpg
0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,674,0.1156375615136881,0.75,Harry Potter and the Goblet of Fire,2005,3,thumbnails/674.jpg
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8960,0.0648232925830512,0.6200000000000001,Hancock,2008,9,thumbnails/8960.jpg
1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6479,0.0809371542127905,0.6900000000000001,I Am Legend,2007,9,thumbnails/6479.jpg
0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,118,0.0615650912078506,0.67,Charlie and the Chocolate Factory,2005,3,thumbnails/118.jpg
0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2062,0.0750096587587523,0.75,Ratatouille,2007,9,thumbnails/2062.jpg
1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,272,0.1313866573200035,0.75,Batman Begins,2005,3,thumbnails/272.jpg
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10527,0.0504129856377308,0.6200000000000001,Madagascar: Escape 2 Africa,2008,9,thumbnails/10527.jpg
